Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Gabon,GAB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,8218372646.58668,8720720960.85617,8451237981.301,8784770737.08178,9110927737.90141,9564091413.41355,9910794415.49417,10479512210.8024,10843972206.2432,9875321072.27314,9689372094.82624,9896262806.17442,9871617829.34082,10093465659.4406,10163064451.2538,10435048720.8443,10142180902.0393,10751534086.7123,10395827037.7727,10409376035.5652,11147389066.6347,11937934403.3789,12564804521.2615,13273296028.5793,13846034032.3711,14383107762.6952,14683922149.3088,14753324537.1727,14876945089.6921,15460241661.1259,15176119359.5533,15398898313.8373,15866657481.0928,16254737014.9742,..
"Gambia, The",GMB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,694740031.231163,716325876.505343,740528298.603424,762833761.663294,764011164.754756,770748583.770315,787886530.287664,826492963.259544,855420206.246188,910167091.320248,960226283.311822,1015919410.0795,982902027.731066,1050427393.31825,1124482524.55398,1098037738.85618,1091937250.0561,1125167625.04935,1195557048.77095,1275249585.58493,1350595613.51288,1240786190.47581,1305822857.84822,1343336129.36544,1324430251.83027,1378176608.93204,1404959537.12175,1472715273.80675,1579264608.77791,1677527292.27233,1687449652.95674,1776141480.03218,1873704900.09444,1963596060.40794,..
Georgia,GEO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,16970422995.7282,13389689057.0621,7377748823.20649,5216056133.54707,4673678615.23576,4795034188.99656,5332200118.25066,5893190454.62344,6075968327.9871,6250184305.04248,6365211520.66238,6671206249.59299,7036389739.95908,7814405534.92863,8267069270.18365,9059975319.60238,9913559155.90151,11160245709.6589,11430503827.9115,11013204446.9733,11701134202.5253,12629541567.4316,13460417765.6957,14151325572.1376,14730184213.8494,15223796148.8396,15749049874.5344,16561685511.0983,17565660917.3341,18510819818.4957,17346401920.57,19192793472.268,21296041913.2144,22963990766.7474,..
Germany,DEU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2362949197161.71,2483654820949.25,2533680205307.88,2509019802333.05,2574193723450.54,2612945784475.61,2640072232962.63,2689040748598.27,2745407383018.29,2803887763760.38,2884562510841.22,2931769559373.65,2925076028983.88,2909575203020.53,2943395181897.32,2969464751675.73,3083959477633.35,3173089212221.55,3201977117826.16,3024422218182.65,3149837977159.83,3268207907666.64,3283708733629.98,3296391223767.13,3367906396055.51,3423568450957.03,3502129441730.16,3597248136065.74,3637409365003.91,3673343090202.78,3522914640155.8,3652205602572.65,3702230996916.9,3692366831510.82,..
Ghana,GHA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,13167340507.2804,13862816574.1538,14400613325.4089,15099043151.441,15597311536.1022,16238738334.7768,16986119958.802,17698918267.4937,18530836590.6561,19346192812.3749,20062001962.2277,20864482066.4121,21803383667.389,22937159647.1137,24221640585.236,25650718304.6806,27292341859.0377,28478690589.0047,31084433518.1644,32590314875.062,35164855870.6991,40104506631.6958,43831333975.4151,47036511237.5563,48379986962.9427,49406010054.2663,51072704881.7252,55224351374.4489,58648304058.6438,62465003607.231,62786037290.3279,65973349399.4486,68491885061.4641,70508824388.0172,..
Gibraltar,GIB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,157426167819.385,162306379130.518,163442523659.057,160827442827.831,164043991706.578,167488456723.317,169803934679.174,175921772115.387,181968090350.671,186806232261.53,194535951163.524,203582678509.383,213116734983.165,225470734967.324,237596249633.379,240408215746.072,255898673311.456,264872707591.747,265024939417.418,254107830744.956,239639588486.45,215970915842.321,197978089531.731,193479795857.322,195012591244.259,194567373678.099,194505510567.857,197370819841.305,201445880947.483,206033167541.336,187085880547.56,203277224063.029,214952754695.546,219965719224.042,..
Greenland,GRL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1490388563.1779,1488697499.84214,1412599749.26156,1341575185.54526,1421055060.70202,1474041620.85829,1496589112.21245,1518572904.49646,1636383513.20916,1658930987.10214,1776741578.35367,1799289052.24665,1781814765.21794,1860749973.98387,1989264212.32217,2088478601.21324,2204508100.36514,2256367786.21633,2395498418.1565,2416242292.49697,2458184031.69379,2445978671.28639,2480080343.49763,2447881939.21831,2563963821.89127,2499113022.81675,2616120347.69515,2617499780.41644,2633808516.64035,2708402650.63237,2713483852.17536,2748493505.41834,..,..,..
Grenada,GRD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,510049757.237171,517116730.160327,512715297.542475,502672150.4058,511185184.991459,522070746.474282,545241471.586559,572588028.202019,639887179.228114,684028916.017964,717463922.03278,702943169.422603,727105600.384471,795918681.218461,790765503.201134,895749020.659748,859960907.039514,912620191.349021,921267656.665568,860341634.562189,855944031.100456,862490064.656016,852529700.227814,872573509.102323,936638937.786048,997007407.407407,1034291535.85512,1080200382.60863,1127312678.42806,1134939081.03144,978809798.804488,1024691294.44286,1099706286.21882,1138923226.80272,..
Guam,GUM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,4800664422.202,4842877343.03913,5157363603.27571,5345211101.00091,5149976342.12921,5186912647.86169,5292444949.95451,5315662056.41492,5435968880.80073,5440190172.88444,5556275705.18653,5650199454.04914,5751510464.05824,5799000000,5809553230.20928,5861264058.23476,5812719199.27207,5959409099.18107,5332547224.74977,5442300818.9263,5719850773.43039,..,..
Guatemala,GTM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,24741758600.2768,25646873675.0163,26887756327.0466,27943673995.0707,29070849568.6326,30509434368.8016,31411836282.3237,32782677071.6206,34419689165.7789,35743836013.2142,37033784129.5252,37897624870.0919,39352623487.4664,40360199271.019,41626668759.0246,42990369635.9208,45290955325.2902,48161368665.894,49747574901.7709,49984820144.5551,51426470044.8962,53567820370.7454,55161306913.2601,57199417471.4099,59741346761.3617,62186064718.7424,63851284748.839,65817809494.3628,68060138938.4754,70794725855.0224,69530649250.79,75116232449.1983,78271231309.9524,81031694944.9788,..
Guinea,GIN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3528427545.98221,3620640283.15178,3739069518.82914,3927673589.83666,4083606123.90946,4271765348.97459,4462353367.48162,4693574823.86752,4864614381.03605,5050053677.45401,5176459579.46449,5365832405.72436,5642956694.13195,5713414722.47307,5847115329.55072,6022369313.03617,6094011545.87354,6509469022.49636,6778506429.10409,6702408065.67158,7025019105.91374,7419271030.30424,7858142150.2509,8168199850.29177,8470141696.43118,8794201742.84609,9745789528.35549,10749606370.4679,11433119223.7578,12075307751.6835,12643401588.6985,13349198344.073,13879482945.938,14815644972.1281,..
Guinea-Bissau,GNB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,554182863.783592,582446190.027857,588853097.930413,601219012.922846,620458021.451395,647758174.433145,722898122.695806,769886500.621982,597079877.976298,697478986.452666,705153195.39567,738901627.416716,765900620.254642,763710672.551679,772660533.181804,823345295.681209,845299838.603667,866938047.629768,906163311.064931,928345745.452418,980382895.434522,1059647261.07297,1041496885.43544,1075408772.95023,1085781367.43837,1152384166.79638,1213536542.70894,1271652706.03289,1319485332.4773,1392722780.6646,1413547808.38589,1500942899.13729,1570073804.59512,1651706154.16341,..
Guyana,GUY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1782661480.13403,1890652727.13754,2037327406.13112,2203881070.82096,2391925529.8736,2512273984.61924,2712138382.14991,2879766586.43647,2831412296.32746,2915226398.47074,2875468427.07822,2941015352.67748,2974326085.51831,2955521640.87583,3001726850.82003,2943164432.84229,3094137270.70843,3316643991.45274,3374858506.06674,3496741806.93763,3641452424.56855,3830671453.00564,4032790343.85011,4180123674.47048,4250621228.25175,4279840193.7046,4442793237.23993,4608708975.07815,4813377725.77348,5071030135.73162,7275896377.20418,8735443232.30197,14268000140.0066,19090957594.0449,..
Haiti,HTI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11154318515.4634,11364080463.8,10760655413.912,10176750400.4574,8960564685.92752,9847455167.82772,10255215964.9598,10532590219.7954,10762394520.9594,11054082104.3443,11150259169.2375,11112041891.9578,11228920585.9316,11619774577.796,11466642593.0665,11818917734.006,12027964912.6803,12594064682.4783,12928818990.6636,13690375422.772,12916662276.64,13575181302.2734,13643386325.9664,14233433330.5029,14644604839.5892,14849629308.6025,15118774099.5928,15498296353.5977,15756778637.9976,15485274058.243,14973407477.2561,14704149691.2104,14456828250.6294,14187369712.6764,..
Heavily indebted poor countries (HIPC),HPC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,254792595298.779,255939876589.945,252849074575.275,254046942511.631,253661533545.383,266211198306.363,279816555419.469,295335147841.193,305679091296.477,315187666103.79,324304359749.099,335946275465.024,348941985214.887,362552087621.199,383062313782.5,404364458970.769,428041174732.021,451441184373.606,476894503570.387,494678542227.957,524859121979.735,548280035544.549,570280668906.702,603567304067.167,638874917440.246,668868898578.296,698653681598.307,733884983902.042,764572407748.71,798400221250.031,800259428063.149,834398903187.804,874541820600.685,909360092640.477,..
High income,HIC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,29273404248944.4,29521040791391.3,29967457500859.1,30293873540334.3,31174624037310.1,32024645815751.4,32955333021294.3,34110944759141.8,35038085997362.7,36291236257538.4,37837833221211.7,38440956467142,39070505434255.1,39965854193436.4,41373496628592.5,42612340617051,43995708323418.2,45252860738753.2,45555784266220.8,44026249709201.8,45362091739586.7,46285169329733.4,46956278753190.4,47710588295439.2,48735210498279.8,49875503824324.9,50785141188183.5,52036148520657.3,53266571470321.4,54281884301810.9,52182339286318.7,55197692751535,56797832930107.1,57808823390117.1,..
Honduras,HND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,8615404668.15174,8329432815.32301,8835336566.45516,9409255132.55713,9429193673.37923,10012795187.1499,10200112185.866,10669121816.6388,11052168152.4926,10970862757.5133,11770779974.6587,12091321063.1334,12545270107.7257,13115708313.2068,13933118990.7264,14776156180.0019,15746542343.9334,16720989901.6315,17428555328.7177,17004757718.2843,17639229093.9667,18315815357.186,19072018181.9071,19604424966.4102,20203944075.628,20979791685.416,21796529142.7732,22852116284.6356,23730778960.5382,24338200129.3672,22156260473.8169,24940257609.6892,25973672631.7766,26904206369.3728,..
"Hong Kong SAR, China",HKG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,121833074614.457,128779968353.378,136809311130.562,145293004053.055,154062844750.172,157719831420.484,164436267537.121,172822163118.92,162655654150.013,166732920364.305,179510301393.921,180517138599.332,183507767694.799,189116286715.7,205569444182.476,220757235362.652,236282223623.765,251557511730.28,256910444645.525,250592668521.857,267552017779.818,280433874440.755,285202060756.432,294047626477.767,302170465323.717,309385622601.348,316116094447.437,328116190362.994,337457421078.426,331813812733.896,310097369914.178,330112320112.002,317952397986.884,328370191789.519,..
Hungary,HUN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,89359792060.7738,78733089074.8481,76320565233.1898,75880875956.0739,78117202649.1726,79280778283.9448,79346116187.6974,81840061575.3627,85031827660.5837,87643177933.1084,91568886542.0243,95299483590.3448,99817905184.6813,103884735932.983,109083772922.95,113768132959.824,118257499574.879,118585513679.933,119776044677.938,111873380290.514,113077422068.682,115188393760.125,113748278485.318,115798616344.321,120699456740.623,125174166987.372,127929252772.234,133394359768.376,140547430034.099,147383974295.866,140770787502.349,150710923361.943,157618619387.289,156187937314.849,..
IBRD only,IBD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7584208258058.57,7670761807204.54,7790520080801.48,8079262352213.44,8371292157337.99,8706761145737.53,9182142416033.58,9674351990073.01,9932638265963.39,10304521920606.5,10912155146685.7,11307407607452.2,11824160227459.7,12527090527114.1,13483457369474.4,14451700907943.2,15650788404178,17051156722442.9,18058660005572,18560874713803.4,20012566464501.2,21289767835018.1,22449024818194.6,23619159183076.9,24754440987142.1,25841079101004.8,27018893017450.8,28435412929750.1,29840625313482.5,31024737311356.9,30613187333401.1,32921657570920.8,34094157743972.6,35651588365762.6,..
Iceland,ISL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,9025210435.70435,9005036784.58508,8701216382.78944,8815502462.2945,9133641416.95092,9144289754.98199,9561920769.22616,10113797776.4047,10858456575.5095,11296586994.517,11859726687.7669,12335716528.3788,12404737216.2574,12670532078.9946,13659137611.5282,14495683157.7375,15411374460.634,16714384610.1713,17083688339.561,15774426999.3488,15327572988.2618,15610486135.6369,15776524980.7745,16494745020.423,16773046835.507,17517210519.0912,18621440660.0019,19402600566.9271,20351227274.147,20729999827.2907,19291243912.7068,20304846331.8777,22130761184.0171,23245527336.2072,..
IDA & IBRD total,IBT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,8352845058951.13,8454002746052.06,8590294845271.56,8886809115401.12,9186716059368.28,9551298045094.1,10067541776423.3,10593186470102,10882978379213.1,11282603625812.6,11929010509476,12365134764424.4,12939610546783.4,13697628654838.5,14732376068225.4,15778046027070.3,17058016004782.5,18542134560721.5,19624845033265.7,20207174267188.7,21760393908621.4,23110505771720.1,24331701037851,25601724528934,26845881331040,28002742765817.7,29250666389661.2,30755640597613.4,32261435108945.3,33542019705130.6,33108820901972.6,35527901834613.5,36812974784647.2,38456511205441.6,..
IDA blend,IDB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,382337879697.624,390128604467.615,402133986565.397,401262362339.703,405008032977.006,413220970691.197,432213189873.804,440964357836.694,452854246587.911,462309717099.879,479763316584.449,500672282757.67,535440102734.224,562358883298.873,605031356709.447,642561060632.221,680174671578.849,718344370526.921,748160268217.425,792755954995.285,839761169518.713,878386474958.894,916791452157.699,967224839322.354,1021215537126.59,1058990581097.27,1080829686243.24,1108423334711.74,1150767711820.28,1183467656974.19,1165437288363.04,1225717563837.4,1277886637363.26,1310220490708.8,..
IDA only,IDX,GDP (constant 2015 US$),NY.GDP.MKTP.KD,385952170373.715,392793745341.917,397174505058.43,405839563641.695,409780460064.484,430911804717.59,452746100194.442,477593698256.911,497435116072.738,515796186098.038,536922489952.14,556851292185.401,579609195119.422,607667812371.113,643099903311.844,682864032039.595,725929912428.341,771226643601.613,816669376667.075,851829209190.146,906451484764.049,940952015338.189,964705331767.814,1014081027864.2,1068776942921.73,1101364851760.27,1149843339500.41,1210915072671.71,1269241407553.99,1332978410920.52,1329260497101.34,1380250670870.17,1440458603669.3,1494452998921.59,..
IDA total,IDA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,768994168227.25,783664331972.686,800250500520.818,807837473426.368,815527634097.306,844611762188.8,885416751297.789,918688283336.177,950273661466.968,977918741500.945,1016456097558.95,1057338627531.78,1115102566945.02,1170099695464.42,1248378293630.58,1325689452627.91,1406335613868.79,1489743067142.55,1564796899067.06,1644564187322.82,1746186257946.39,1819318179198.73,1881493230901.47,1981305867186.55,2089992480048.32,2160355432857.54,2230673025743.64,2319338407383.46,2420009119374.27,2516446067894.71,2494697785464.39,2605968234707.56,2718345241032.56,2804581327506.95,..
India,IND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,465242841648.51,470159674247.956,495935689518.468,519496484311.542,554089360749.644,596058814154.216,641058406947.109,667020123972.214,708271422053.216,770923380745.097,800534479623.61,839151992864.812,871073127580.09,939542798342.002,1013982178697.24,1094324353140.52,1182534912713.8,1273126725479.64,1312424303406.43,1415605643155.69,1535897931732.14,1616399198833.92,1704596203504.32,1813453530766.63,1947834564908.95,2103588360044.94,2277267041550.36,2432016068497.75,2588974770244.57,2689205295885.31,2533830417086.54,2779348258938.77,2973542414790.52,3215973434046.11,..
Indonesia,IDN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,269915108922.485,288571594922.744,307321553108.561,327286415440.608,351963716564.375,380895160107.885,410674256291.248,429975448821.108,373533751969.724,376488874906.624,395012382612.012,409404526234.825,427825582141.818,448277224165.159,470829486237.128,497631790460.651,525006275321.737,558318040182.325,591893632264.728,619291626040.047,657835433797.592,698422460504.757,740537688645.515,781691320719.306,820828013260.627,860854232717.718,904181621813.478,950021694198.768,999178586345.587,1049330234035.85,1027656193922.98,1065709127435.86,1122270779856.21,1178924195856.71,..
"Iran, Islamic Rep.",IRN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,188112392401.369,212033043458.938,219025854894.648,215803959419.194,212138990732.036,217232542412.204,231027951541.115,234147751320.806,239018052131.593,243804857658.015,258056537599.93,264229695673.419,285576361691.924,310248155725.937,323702581958.885,334028060129.516,350728779278.205,379333424180.106,380285006930.526,384115942807.766,406386748156.485,417138595177.33,401507697046.151,395396833390.869,415106476157.819,409191686496.677,445262288195.34,457544871772.728,449135162389.142,435344072056.544,449842285446.341,471073841462.031,488864564083.075,513527246086.276,..
Iraq,IRQ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,62001516291.8778,22291338827.2342,29556579056.3127,38509216455.9305,39993566700.0619,40841438911.7737,45342486348.2519,54972294638.0998,74213129683.8961,87259924322.4904,101916218527.399,103716679377.555,95208069160.7452,60307856288.9303,92503535426.8886,94053181141.5504,99356180856.4776,101232561440.969,109562085020.285,113264515567.212,120516349622.451,129611081238.514,147674239072.767,158939252263.834,162537141323.775,166774104959.102,189767872908.426,186314571374.742,191221819559.378,201765390224.362,177479307669.569,180145367592.813,193908133926.674,188215848693.258,..
Ireland,IRL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,82512722864.4398,84104920462.0281,86916778951.971,89257107777.5531,94394592937.7644,103488967205.198,111126061752.057,123374112131.265,134189242145.411,148319215004.31,162266448871.098,170876017042.921,180956619566.626,186410360281.181,199064153976.926,210490003157.074,220988938640.086,232723709494.371,222288215958.446,210960893742.01,214511307254.188,218048113700.275,217178189023.252,221939116603.514,242659427386.766,302391428540.035,306088582898.588,336849348481.597,362262415044.573,380522434249.483,407759845120.691,474043708510.292,514903922802.965,486429697970.113,..
Isle of Man,IMN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1932573079.00908,1963590738.60468,1979299513.40244,2030761215.8064,2111991688.88312,2202807293.61618,2372423591.96083,2576451886.42492,2924273044.63406,3324898364.51275,3501118028.55419,3690178368.17942,3918969360.39539,4154107509.79688,4370121229.25085,4627958352.74886,4984311086.32714,5358134429.26002,5620683069.9188,5738717429.66488,5933833731.82898,6052510369.79887,6494579087.92273,6763575639.39567,7112244717.02945,7084800892.22284,7577357763.77277,7792384795.57871,7964861187.42612,7985161928.93659,7279527750.17696,7558904135.25498,..,..,..
Israel,ISR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,103952624561.519,111984124201.798,120673270502.765,125641094936.083,134973520974.768,143885721109.73,152329412975.43,158048317310.579,164471856695.682,169937647527.979,184596462844.647,184909585609.537,184684975515.63,187390716950.388,196159322413.276,204428481197.204,215837698469.191,228837301916.728,236356843531.581,238976215685.434,252438031645.298,266480711976.331,273251466146.392,284811641782.085,295877497534.411,302722655203.465,315943412203.594,329445006817.89,342868164572.703,355846209596.501,350634465931.993,383397426954.248,408204664808.542,418095492045.796,..
Italy,ITA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1566879171365.36,1590984785719,1604257981628.63,1590576776777.14,1624790459646.09,1671695507645.8,1694189587811.19,1726814956377.67,1757973143930.53,1787471785343.84,1856863206832.4,1894119928516.21,1899232719248.01,1900496731808.66,1928510465520.9,1943213636038.87,1978181374934.65,2007108163418.51,1986572667525.98,1881181927545.97,1909947188705.16,1923230167189.95,1863124631879.35,1829252559153.33,1829227175717.41,1845428048839.1,1868241619898.42,1898202609756.92,1913894038939.75,1922107755102.45,1751650987476.49,1908092024347.85,1997042745688.22,2010974774790.36,..
Jamaica,JAM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10772517032.2001,11293717125.9518,11514570564.4563,12598909484.6708,12773201513.7378,13073366262.132,13058497765.0022,12909570838.06,12608189994.6252,12740282706.7719,12852232022.9367,13025085491.0428,13285234344.013,13772313228.011,13954620795.0302,14079346907.6652,14487524822.9218,14694979519.4345,14575694977.1356,13942337032.4856,13739176657.4811,13976916109.7078,13891148715.1964,13963061249.1125,14059381567.3828,14188936958.4343,14384066492.0877,14527493336.382,14802051873.2326,14934129346.6919,13452615560.5656,14071627509.4333,14806380332.6868,15132129801.7169,..
Japan,JPN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3509518031571.16,3633170889061.82,3665890719855.77,3649056226897.65,3688589488080.59,3785636263364.36,3904273220115.03,3942583070731.74,3892499235707.73,3879501014654.61,3986755544464.21,4002148544213.45,4003827945768.8,4065291729511.6,4154163710034.48,4229100705435.47,4287138774363.71,4350758602409.6,4297492743392.06,4052826324007.5,4218907820177.17,4219912322037.65,4277925608850.6,4363702302795.86,4376627829637.51,4444930651964.18,4478437728055.55,4553466417292.21,4582763011477.35,4564332550094.45,4375044252274.51,4487015645273.13,4529854841042.58,4605911988191.95,..
Jordan,JOR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11598569492.0435,11785136086.3004,13476276723.0141,14080955882.2811,14780987323.0563,15697537788.5039,16025148664.3621,16555336763.0192,17054012095.8095,17632063087.4182,18380669691.8022,19349323186.586,20468450874.8326,21320279753.9925,23146833797.5894,25032512558.6082,27058387611.4685,29270727368.8656,31384186979.027,32960837541.5358,33723826288.3537,34646908078.4163,35488605511.9193,36414839440.0743,37647146046.4738,38587017887.3239,39356512808.3494,40330034782.8485,41103996749.7366,41823826702.478,41362613665.9359,42874682706.305,44009762561.5966,45188463506.0246,..
Kazakhstan,KAZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,95326487409.9576,84840573793.2488,80344023383.1104,72952373230.2308,63760374204.4497,58532023518.9309,58824683637.7392,59824703259.2838,58688033897.7015,60272610811.673,66179326672.5077,75113535772.261,82474662277.6485,90144805869.7482,98798707234.4777,108382181835.458,119979075291.852,130657212992.82,134968901021.859,136588527833.35,146559490369.689,157404892659.159,164960327499.374,174857947143.911,182201980933.864,184388404706.042,186416677156.152,194059760924.352,202016211108.857,211106940610.612,205829267103.2,214679925583.069,221549683201.099,232848717043.771,..
Kenya,KEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,30431959354.312,30869676465.3409,30622875266.9484,30731034422.1691,31540116338.6072,32929842156.6672,34295389782.3606,34458259247.3522,35592009621.64,36412543752.2683,36630908098.8264,38015522174.3133,38223413680.2696,39344305939.1787,41352557259.2179,43795114731.9782,46629751036.7518,49824229272.6978,49939962360.0343,51591446859.569,55748929986.1062,58603891851.295,61281315911.5794,63608687382.8764,66801914096.6185,70120446896.8359,73074983895.0953,75879571212.3885,80165208728.3956,84264984851.3549,84035138346.859,90413816676.9795,94807911027.625,100075318170.786,..
Kiribati,KIR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,103872759.136314,98005311.7350538,121486667.201825,121360302.902772,123842418.221336,127250823.912927,127184612.099666,128681757.24266,134398147.132462,129137460.052322,137844755.755561,133510750.64077,135442860.011978,133309033.074143,132497222.743632,134209646.128344,141962822.815466,146299925.948566,141933256.317221,142695135.239632,144444524.601592,149158825.431488,157815468.18761,170016044.519155,172164486.659071,191559398.175292,205137185.020505,212828044.805228,220233266.373554,227422251.262382,226144100.8008,245417596.374769,255002019.364619,265519808.540098,..
"Korea, Dem. People's Rep.",PRK,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,401560542993.627,444840963700.951,472415066061.572,504905290009.969,551703276662.813,604747148973.984,652465952372.005,692726706028.768,657193648716.458,732553666046.982,798929132744.302,837696366558.277,902409606062.147,930811064125.151,979188957980.11,1021377732486.55,1075146392089.85,1137500027631.58,1171772731392.34,1181061361993.54,1261430519849.42,1307922658113.4,1339345905332.01,1381732300870.28,1425981639370.35,1466038936206.43,1509241369553.54,1556927899270.75,1602194079769.04,1638146960195.06,1626525694049.93,1696543311942.81,1740868427277.01,1764487367948.7,..
Kosovo,XKX,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4580661082.49863,4811290686.57684,5048966087.01821,5368051162.24269,5459962717.31459,5751568358.0188,5944177154.36536,6295848422.71573,6646638934.14947,6967382841.60846,7204735953.90435,7547450874.83231,7144396206.5298,7912108452.01596,8250627929.71309,8586232700.23679,..
Kuwait,KWT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,33933574483.5005,20018165293.1076,36595073655.6962,49033910293.6937,53170492188.1541,55753669558.7911,56091050155.3229,57478364266.3148,59583253422.4803,58517303582.0777,61264446307.3183,61395143329.1037,63245766790.5716,74203741257.9195,81802425533.3891,90480881656.2481,97280314521.3311,103108938022.819,105665789072.072,98188818209.3521,95861255086.3355,105091329807.779,112054549995.581,113342577209.708,113910327577.994,114585555830.916,117938413874.778,112380894485.055,115463873883.03,118077764579.78,112389452571.326,114930360168.746,121664370029.182,117235268788.392,..
Kyrgyz Republic,KGZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5284729934.9621,4864914939.91282,4191715901.49571,3543704782.05536,2831946047.78281,2678346337.21658,2868093847.63288,3152472634.58716,3219362911.28951,3337056039.33985,3518703233.18908,3705955297.86785,3705313255.4532,3965807641.19042,4244477505.27223,4237027793.42929,4368498475.52979,4741693829.84541,5140072739.62985,5288430380.28424,5263491909.11624,5576999924.82018,5572083788.24116,6180302892.03129,6429000667.90909,6678177511.66313,6967733666.77765,7297999868.50301,7572252145.25549,7920623120.2686,7354379549.41978,7759385792.10421,8455209116.53133,8975322159.94048,..
Lao PDR,LAO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2736044527.0661,2853600421.42037,3012256546.1234,3190357917.97419,3450659811.76174,3693284478.98933,3949167183.90196,4220557557.23225,4388012740.39955,4708617453.27328,4981659930.07599,5268175760.92381,5579985581.01999,5918523434.75225,6294805131.65111,6742212710.02267,7323341971.83126,7879683723.91001,8496261313.36707,9133631713.05317,9912447859.53224,10709275115.0696,11568812077.4386,12497359667.4702,13448654116.2974,14426380125.6488,15439521179.3987,16503694943.2856,17534839203.1116,18491844275.7106,18584864138.19,19054754737.3799,19570648221.6862,20303702352.295,..
Late-demographic dividend,LTE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4726978084537.34,4748965931511.93,4785056249021.02,4990409351467.25,5210806711157.87,5504420953505.75,5783379947554.53,6107989803160.89,6280020498524.52,6569814483676.72,7028541425550.29,7392532376211.96,7834716675119.46,8369034580304.96,9053307632960.23,9753317647098.99,10658336583981.3,11745469067101.8,12558381186815.4,13020467219547.5,14065632661415.6,15076847445509.1,15952754404408.3,16848162841072,17730188430623.6,18565287346572.2,19393865189738,20425186142908.9,21532721290884.5,22535207616234.4,22583104666690.4,24272323323055.3,25034943849253.5,26073749135031.8,..
