Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
St. Lucia,LCA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1160541716.54569,1164901616.86268,1257547120.3268,1264881132.09208,1285101017.96716,1307567486.35512,1345782296.24651,1336440815.68176,1420455782.86669,1458390524.88003,1459101469.16558,1409374357.82748,1415243704.28948,1475598349.87706,1582836115.24082,1576341663.85056,1674000085.7178,1702317782.10226,1786570969.58514,1736030671.49638,1741759894.6778,1817124849.12654,1815148614.13151,1778754441.99884,1805807062.09353,1807629629.62963,1869596925.8571,1932815003.72699,1988599864.97905,1974662583.82062,1493611964.14476,1666863089.92952,2006682593.86665,2051031737.24513,..
St. Martin (French part),MAF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,422757077.335127,427557801.863333,454827184.612638,474160663.717353,468244924.491682,504611870.06482,511110826.908659,529026032.518544,550664228.496235,565588940.073231,574859123.246213,584908988.761765,616155570.210815,657384613.723085,684434010.56457,701466543.367696,750547640.198934,775488102.597973,778626043.927224,767895069.578239,733566566.717699,729119123.900602,737643344.412283,755807695.015386,765257213.745608,786555555.555555,819165611.528601,831033933.84893,857424342.542456,863098154.725852,830825654.667515,837088394.191465,897022524.154038,950988378.262938,..
Sub-Saharan Africa,SSF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,660205181628.83,662524458432.629,659660783571.252,653765427485.168,660251131379.576,682032330884.583,716978419700.563,746160210837.786,764802164180.159,781590471149.11,808785810150.041,842615447117.948,896154985074.13,932490569521.787,994051039658.284,1053847891314.52,1117636569992.37,1186533889255.39,1248102936140.79,1287761764338.14,1364977114185.91,1425237914079,1471872164333.87,1547924118704.02,1623400629153.38,1670044721688.17,1691000634720.46,1733344960527.89,1780975326741.25,1828501383037.47,1791744810377.49,1869264625978.87,1937734800897,1991977219275.31,..
Sub-Saharan Africa (excluding high income),SSA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,659594432577.598,661896593295.22,658987067834.096,653041734651.318,659545392313.539,681323434365.668,716198172777.3,745283990621.794,763904327049.174,780675861794.208,807832214180.936,841684255205.441,895213118753.526,931605425947.339,993192386938.008,1052911485364.97,1116611579234.87,1185417486335.5,1247018308546.26,1286704028739.3,1363871726201.67,1424027406092.27,1470624001335.53,1546660307049.78,1622085460088.42,1668612318336.04,1689394659501.88,1731627303187.9,1779172826185.49,1826599487336.43,1790066194584.85,1867576739499.55,1935794122169.01,1989975181829.4,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,660205181628.83,662524458432.629,659660783571.252,653765427485.169,660251131379.576,682032330884.583,716978419700.563,746160210837.786,764802164180.159,781590471149.11,808785810150.041,842615447117.948,896154985074.13,932490569521.787,994051039658.285,1053847891314.52,1117636569992.37,1186533889255.39,1248102936140.79,1287761764338.14,1364977114185.91,1425237914079,1471872164333.87,1547924118704.02,1623400629153.38,1670044721688.17,1691000634720.46,1733344960527.89,1780975326741.25,1828501383037.47,1791744810377.49,1869264625978.87,1937734800897,1991977219275.31,..
Sudan,SDN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,20456015800.8977,21992448809.6895,23439081607.5571,24509954458.5396,24756580788.9443,26241255779.4056,27794508186.0374,32884421186.4108,34301247872.5417,35365991403.8139,37610270337.133,40055073506.847,42460970095.8851,45131259048.7124,47451406763.008,50129334265.0222,53403487491.79,56466323951.3765,58638439292.8844,57015500648.426,59215296613.7581,57312394053.386,47566600027.2224,48496595854.7667,50757206252.6521,51726758676.7677,53520457581.1072,53900054790.1369,52455031754.9093,51312429477.3951,49449890489.355,48525909156.8784,48061119947.9824,38395271297.9345,..
Suriname,SUR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2670873906.35377,2742987478.73293,2753959428.88201,2569444198.10301,2656805272.5068,2656805272.5068,2683373357.71967,2836325576.94385,2901561112.04282,2860939242.8352,2921018934.53474,3043701742.07788,3128925411.81216,3326047695.01974,3608761755.24276,3771156041.83844,3989639610.76687,4193569551.84687,4367326198.30964,4498944263.51763,4731486826.19641,5008248887.00011,5142988298.24504,5293854859.13611,5307380818.79212,5126237646.22072,4874454256.1508,4950790053.58146,5195768566.26648,5256433828.6406,4416708447.1504,4309144555.20541,4412832154.84564,4524898973.18059,..
Sweden,SWE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,298728338303.953,295304986687.656,291883604521.682,285854408950.021,297333335691.278,309506914307.512,314783454064.387,324431161307.233,338205617434.591,352413884474.603,368734580231.656,373752198445.95,382265044440.179,389455236312.007,405732636290.608,417065466380.565,436567442203.266,450646355053.726,446486334527.751,427485779310.793,452069357246.318,466372427023.667,464439473181.128,469723477690.599,480507219292.52,501698263620.663,513486872435.55,522858808973.771,532808626955.913,546393370671.191,535436339492.279,567227918052.988,575505409872.88,573717486152.92,..
Switzerland,CHE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,470515127240.656,466206071277.777,466002185360.324,465415099988.28,471324743945.934,473591186505.167,475823127148.128,486583035615.464,501326351582.974,509661911268.691,529837997852.025,538186453673.233,537792409245.141,537618172697.61,552143052382.242,567325324289.261,590436050103.238,613559744788.948,630788401993.241,616296829272.353,636285784211.754,647822333890.064,655461803595.119,667208623354.645,682887233860.616,694118186379.628,708477337578.722,718132463597.499,738674253452.249,747109782866.389,731108654673.334,770529214794.414,790318933740.326,795978145781.87,..
Syrian Arab Republic,SYR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11722376106.9772,12621068341.9937,14258373042.4108,15135390678.6727,16227110828.6577,17367323301.2802,19073761705.9878,20031990206.4395,21391221744.2321,20631095402.7371,20770487869.9399,20988014510.4076,21818055209.1143,23389922826.4268,25004519710.9876,26558570073.3917,27898767456.1339,29481908620.0444,30801717185.314,32622727886.4047,34316469200.952,35294489548.9953,25998267919.3561,19160700666.0922,17185167298.4619,16466863117.0009,15412063258.1149,15300590613.0367,15513754781.2974,15703131995.8402,15593656903.8252,15882796969.6273,15999183136.0334,..,..
Tajikistan,TJK,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7088296320.45359,6585027345.76362,4675369345.99069,3908608780.50055,3076075187.91428,2694139780.48735,2244218479.30012,2281936478.83437,2403172744.02642,2492079338.5006,2699528109.30372,2958165475.04676,3277647457.55418,3638188647.66711,4012922039.84883,4281787756.98917,4581513037.47047,4938871059.83241,5329041788.19323,5536874479.12428,5896771269.65215,6333132378.96151,6808117273.38834,7311917934.39479,7801816486.46336,8271431485.07484,8842160257.54501,9469953672.84779,10189670046.8255,10943705646.9105,11425228817.4554,12499200274.9255,13499136339.2248,14619564549.6174,..
Tanzania,TZA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,13747792168.7767,14032644802.1466,14114640651.4198,14284835102.5474,14508773000.5317,15026723409.8503,15709592840.2077,16263399690.2487,16866529754.0874,17686894781.2905,18486481203.1543,19608760036.0732,20999647619.2893,22400909970.0774,24081832736.0715,25882267435.0187,27572954444.2321,29439239572.2798,31113277454.4947,32752668789.9028,34828049320.6343,37500111399.4432,39187673997.6272,41845219654.6812,44662433111.6494,47413919817.124,50669888784.2555,54096327104.7372,57054358529.8858,60363511324.6004,61565931105.4141,64226431583.1539,67159014151.451,70563656177.7408,..
Thailand,THA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,144044991708.439,156372737078.559,169012952179.513,182959758879.242,197591095927.872,213636116013.334,225710710647.58,219495596601.21,202739225305.456,212009086618.729,221454615181.944,229082063572.247,243168402250.2,260650370324.981,277043563911.345,288645146658.334,302984491694.587,319452158416.903,324964940636.733,322720673508.111,346967938038.265,349882927003.633,375224234353.836,385308369004.167,389101609925.933,401296238228.084,415081396923.293,432422173710.333,450682801200.339,460212749509.626,432369701127.278,439150043937.792,449965296578.7,458457299263.157,..
Timor-Leste,TLS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,481437140.726311,533019666.482703,588770962.976955,648853659.19884,695070456.29264,741509953.372435,800698649.650537,832726547.636561,816072048.683828,526754666.876659,832683747.639253,968839039.077548,903891443.161577,884166144.401941,887702844.179547,914197042.513541,876567844.879737,966550939.221428,1076687532.29583,1185938525.42592,1296604518.46703,1373863213.60885,1440641509.40971,1485364306.59745,1551797202.42002,1590282400,1638148796.99007,1586016100.26827,1578617300.73352,1960846076.69825,2582939037.57985,2721465328.86905,2161272264.09507,1769696988.71807,..
Togo,TGO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2813623794.87191,2793929342.87557,2682711765.93671,2277734225.91273,2618993805.30019,2824475667.82161,3074052315.26251,3516020423.40188,3435156293.48283,3520408334.2059,3492826652.71696,3521587940.91953,3656345820.12691,3902058527.07031,3863870433.00269,3683570670.78378,3781190159.53558,3736756622.90122,3887558865.03174,4099579483.14033,4339583325.05855,4592288208.09362,4881726146.69009,5166050854.68532,5457066909.12427,5755461035.38026,5998047709.85307,6238457455.15971,6537595250.07312,6859436220.97836,6996086823.90934,7415213717.65264,7842296104.31507,8344824333.95103,..
Tonga,TON,GDP (constant 2015 US$),NY.GDP.MKTP.KD,297867390.399645,316975427.398369,317774128.336695,329652701.246443,345978821.56114,367526942.423345,367868443.092559,365659282.332442,374042298.147342,382654482.591386,397019684.968443,402945136.116268,420792499.443226,421010483.989609,412725216.038591,410010913.183063,401131445.055797,391246331.51865,410272044.192091,389228430.168192,392437216.685672,418745035.831585,422596518.265512,424261184.592345,432706273.832264,437525514.240726,466396529.430219,481332022.49063,484641423.615719,483631249.208267,492256304.384567,494041235.450787,482629574.435204,..,..
Trinidad and Tobago,TTO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7589242845.45827,7825451036.73163,8615272206.66637,8557626148.1609,8862892128.43663,9200560620.54525,9856972544.65412,10598498259.7403,11459580033.5257,12379190433.9271,13233522880.1935,13785165455.0985,14879254017.1634,17027965533.2593,18381697564.3776,19523005747.355,22101615787.957,23152372949.8098,23937640567.6024,22886364205.6428,23646929516.208,23577323736.5736,25333084806.6618,26227795497.13,27238519130.7874,27026750552.9647,24992409898.01,23792567178.5874,23649225326.253,23734663451.5336,21580059922.3205,21356182724.5042,21672731505.4364,21964809529.1277,..
Tunisia,TUN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,17601950274.6977,18289226397.408,19716833823.7314,20148598741.3692,20789004085.0082,21277892826.3706,22798428275.9891,24038877877.6187,25188840697.7222,26713932931.4622,27972151936.7461,29034050813.9794,29418042728.4576,30801396632.295,32722107265.8078,33862978438.2739,35638786833.8244,38029978711.5099,39641606104.3034,40848078614.3277,42061729256.0554,41200879648.1279,42938187711.576,43981556030.3594,45340730384.707,45779494041.9295,46291045987.6341,47326964919.9643,48569264671.6842,49340470115.969,44893939452.6941,47020260421.799,48277261609.9968,48296165328.5233,..
Turkiye,TUR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,288739518672.102,290819248892.619,305463844599.1,328835693448.703,313485158693.256,338182356112.358,363139079302.896,390656537292.664,400048507437.463,386994250934.205,413825489994.336,390030497194.88,415178579551.82,439106176635.555,482120738379.834,525474505335.922,561984411360.158,590328139721.3,595139459121.408,566434966772.826,614169032343.374,682956643134.524,715659972210.858,776389567770.091,814741000960.492,864313810469.009,893035686216.222,960031200973.599,988958576886.064,997053346501.186,1015597272884.83,1131775463573.96,1194401442556.95,1255449309088.75,..
Turkmenistan,TKM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,13145978551.505,12540571637.2069,10663751366.9499,10823707656.0003,8951221333.60055,8306729733.44765,8863279974.39482,7852866037.13555,8410419552.77543,9798138736.69806,10334005228.0022,10782898471.2171,10810629921.4189,11164010879.7579,11722256910.1313,13250139963.3514,14704118675.0772,16330291193.8443,18730843999.3395,19873425504.8127,21701780648.8816,24891942388.6142,27654947984.1806,30475752706.6088,33614755226.4132,35799714285.7143,38019296559.4106,40490550853.5767,43000964982.7593,45710025794.8484,48406917338.9257,51408146222.3962,54595451255.3951,58035050718.9991,..
Turks and Caicos Islands,TCA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,777808573.000464,770245945.259462,778494332.034517,846311282.16842,942070000,1010381196.60485,985121666.689726,1040392839.71121,1095647325.71769,802200837.955771,874603454.301532,928828863.968529,939974780.106825,..
Tuvalu,TUV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,21562114.2966709,22340330.5306461,22963355.1847209,23907338.2475449,26365819.9259877,25046355.1151227,23553249.0963215,25909351.9185652,29925603.6016447,29457605.8180152,29171722.9332692,29171722.9332692,31949982.2602472,30560852.5967582,29866287.7650137,28477158.1015247,29171722.9332692,31255417.4285027,33339111.9237362,31255417.4285027,30560852.5967582,32644547.0919917,31949982.2602472,33339111.9237362,33339111.9237362,36811936.0824587,38895630.5776922,39847948.4184971,40400752.5680826,45984984.3588252,44019157.5155388,44813322.9441554,45116847.7756278,46855113.8352982,..
Uganda,UGA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6498038178.89001,6858945424.65226,7093408658.47848,7684026612.97919,8176083687.44476,9118233745.01833,9945450357.95596,10452668511.6708,10965399652.3846,11848547279.7459,12220817656.1968,12854303430.1863,13976829355.9471,14881585674.2548,15894609936.3319,16901146460.5212,18723891904.5488,20299025448.8812,22066817213.6558,23567695614.7273,24896350765.3932,27234530259.5375,28279643267.7641,29294007439.7726,30789849487.5724,32387183730.1002,33935615078.9833,34998276801.8745,37204541496.6985,39600047064.28,40768765796.4748,42210585952.7826,44147216889.624,46503341915.459,..
Ukraine,UKR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,161487959612.736,147438507126.877,132842094918.306,113978517440.751,87877436947.6988,77156389639.4306,69440750675.4875,67357528156.3175,66077735119.9049,65945579649.5947,69836368849.085,75981969310.369,80039138412.6187,87656150954.1457,97995502971.7626,101005170642.268,108652697104.212,117579433690.824,120217318404.635,102020662581.874,106195352549.641,111977987703.653,112148546938.896,112199506223.112,100891035816.499,91030967789.0717,93253017276.778,95453762635.7013,98783535745.5861,101944118787.095,98118341609.8448,101499127456.662,72309415411.3627,76159411195.0331,..
United Kingdom,GBR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1767597683034.66,1748098930983.33,1755110242111.01,1798809520344.04,1867991898738.78,1915283289476.88,1964735787495.57,2061492115418.56,2131637646138.53,2196830016070.81,2292208338906.25,2351181825459.11,2393401075136.18,2468849371075.25,2529531328675.57,2598654838739.17,2660520859212.05,2730356339665.79,2723563286863.32,2597719582107.35,2655734846473.69,2685966732014.03,2726497926337.32,2775572748536.75,2864242231205.47,2927911140916.73,2984177104376.02,3063451915172.53,3106499243290.97,3156963551827.52,2831893576021.77,3074755378779.19,3223545409624.7,3234504373105.3,..
United States,USA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,9785238028000,9774639354000,10118950750000,10397403618000,10816317373000,11106673921000,11525703481000,12038266261000,12577957790000,13180243872000,13717679619000,13848757308000,14084248131000,14477988212000,15035068144000,15558822251000,15992063824000,16312522122000,16331051067000,15910281498000,16339094225000,16594704135000,16974575729000,17334068403000,17771549056000,18295019000000,18627887993000,19085691122935.2,19651869117582.5,20159639089698.1,19723580221938.2,20917853444668.3,21443388432051,22062578283266.8,..
Upper middle income,UMC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5033732207325.25,5188835547301.26,5423285356953.55,5742181903903.35,6059004324289.7,6326618451716.46,6718749161345.9,7127324128545.43,7338496717214.57,7572930044300.74,8023928182257.55,8298389313935.04,8695783409550.23,9206218057715.95,9928782901497.89,10673460291074.3,11590864671935,12681834072559.2,13476120643095.9,13943259670108.7,15131983239721.8,16181405842624.5,17113469632028.4,18076729826774.4,18971909576956.9,19830615812257.5,20738282956924.6,21848798125044,22920245490506.7,23852451210920.7,23733210553042.7,25538815903716.6,26384548095052.6,27548975484262.2,..
Uruguay,URY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,25829737832.144,26743802791.2413,28865011154.8822,29632112135.1097,31789727752.3514,31329539981.1782,33077088488.9395,35904413225.1269,37526894198.668,36956130432.4805,36242902749.5716,34849678466.8177,32155098813.2195,32414038652.1022,34036089123.994,36575226344.6127,38074290288.9132,40564924117.3376,43475921755.0631,45320819970.7986,48857389210.184,51379472633.5779,53197370201.0395,55664418793.7377,57467273107.5946,57680327998.6689,58655009122.8718,59675827109.951,59774159541.437,60329073569.2244,55876702366.166,58984504648.2777,61761057234.7987,61988013788.3355,..
Uzbekistan,UZB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,32109736981.4604,31951757073.8537,28373160282.4397,27720577594.6981,26279107561.6956,26042595592.2052,26485319718.0701,27862556342.4997,29060646265.5233,30310254055.4622,31472652298.5317,32783122633.2239,34085756140.1411,35528479187.7349,38174995817.5885,40828160773.8657,43870437889.2694,48026286798.042,52362657563.9305,56578340212.8258,60876691748.3411,65457747965.3828,70106848438.9409,75222229947.8556,80392884506.0605,86196264755.3105,91309557164.4951,95322862968.4681,100622047495.594,107444145839.555,109123866128.119,117891622986.77,124966702851.244,132828878427.498,..
Vanuatu,VUT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,387020184.812909,399202181.076515,409523209.066686,412535039.298693,449999269.013903,454517014.361914,465095149.810914,487916497.585146,493658564.16568,495323641.041912,524670620.985493,506844503.839955,480497110.916056,501102437.259421,521083359.7742,548728533.204574,595154794.341854,612270805.172528,646564042.895503,666202155.465175,674588755.907959,695769513.230611,702797117.105294,706053811.583806,728201782.68015,730870802.967051,765139554.265375,813475756.525391,837068426.676114,864199385.188828,821054304.95471,808309120.924144,823796784.515562,842026927.667832,..
"Venezuela, RB",VEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,45057981854.8071,47743817832.1663,51871770980.839,56059239339.3434,61014304826.6384,66835362482.4846,73077797034.1306,79035160538.4626,83591107164.2471,87581401291.5701,93525828108.839,99317782863.096,105595482130.707,112880581486.059,121387725604.567,130549157968.493,139658819217.11,149615800998.365,158086705343.275,166620063722.291,177322478338.404,188694468366.268,199081239731.688,210137237901.389,223632762207.56,239258328381.741,255264731908.124,272980590259.187,293358610036.841,314947640805.601,323972192107.065,332245562394.77,359235578724.112,377364153384.169,..
Virgin Islands (U.S.),VIR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,4688209978.65528,4669640875.1334,4823080309.4984,4991179562.4333,5166120064.03415,5373312166.48879,5438792689.43436,5080115795.09071,5110412753.46852,4691141942.36926,3996266542.15582,3745094983.99146,3678637139.8079,3663000000,3721639274.27962,3694274279.6158,3763664087.51334,3873124066.16862,3810575506.93703,3950332443.97012,3898534418.35646,..,..
West Bank and Gaza,PSE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,5057700000,5417700000,5483500000,6287800000,7189100000,7784400000,7118400000,6455600000,5649400000,6441200000,7853400000,8740100000,8653000000,8980800000,9648000000,10477100000,11082400000,12146400000,12886900000,13492400000,13471100000,13972400000,15211000000,15426900000,15616200000,15829000000,14037400000,15021700000,15635000000,14789000000,..
World,WLD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,36053259768502.3,36489757004345.5,37227704048250.2,37912860557311.7,39180033495170.3,40393665990713.8,41840682592167.6,43494798274841.9,44731408554893.6,46336851678223.8,48437263200388,49422295421127.1,50567138353080.4,52131518187621.4,54463866515800.9,56653579443885.4,59180664984371.9,61768752251196.4,63038812186080.8,62192598074458.7,65002105448721.2,67170761718394.3,68978972328520.3,70960627147647.5,73182741848317.4,75472473882835.1,77596070030857.1,80274256581671.8,82909015820695.8,85127633137500.8,82677384726296.4,87927472715845.1,90774582977538.7,93346688686736.8,..
"Yemen, Rep.",YEM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,23917787678.6586,25423052177.6459,27509674134.6046,28610602045.0674,30533792158.1254,32264866214.344,33760332218.1525,35526373021.6966,37660333751.1115,39082211136.8277,41498240441.1419,43076686550.5848,44771853891.1532,46449633531.2123,48294936450.8695,50995467630.489,52612232709.0259,54368654194.0866,56351788625.7887,58530478110.3638,63038675246.1808,55023372684.3955,56340076605.589,59057650942.7433,58946214923.8994,42444489522.2303,38465266075.7658,36514386388.4674,36789138007.9667,..,..,..,..,..,..
Zambia,ZMB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6840844039.47996,6838372211.04238,6720005310.13323,7176782487.17512,6557753279.70008,6747775256.59298,7167388797.89361,7440753543.99756,7412051123.98383,7756725565.34734,8059030210.46366,8487518230.93072,8869967014.46174,9485983915.84691,10153075785.3691,10887711636.03,11748243095.7729,12729507610.1931,13719086269.626,14984033821.7868,16527123087.7163,17447560252.6576,18773117888.8094,19722575262.7917,20648211567.0616,21251216798.7762,22049221308.1088,22826646593.6169,23747586257.2512,24089861649.0155,23418945736.8993,24879098747.8861,26175604214.1895,27580695690.34,..
Zimbabwe,ZWE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,16673492752.1493,17595834085.3166,16009469333.0759,16177802282.7532,17671854489.1144,17699780558.6083,19533601150.5796,20057217725.9157,20635910937.7327,20467146117.7235,19841017281.7391,20126651621.2039,18336582469.8018,15220266576.5596,14336343807.9636,13517583212.6386,13049672720.2244,12572925524.8104,10351422061.7076,11595617444.6636,14083116362.7687,16142097162.9962,18683650519.4987,19280916546.4488,19567149970.4202,19963120600,20142979412.3173,20964866130.3334,22015177994.7607,20621078646.8294,19009139106.1662,20618836217.7637,21884680855.3787,23052607292.3638,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/15/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
